"","country","sector","value"
"1657","POL","C07",8361.11610923548
"1658","POL","C08",11021.7848238644
"1659","POL","C09",4445.19306997848
"1660","POL","C10",32506.3966993545
"1661","POL","C11",30782.4776332005
"1662","POL","C12",8545.2936705943
"1663","POL","C13",21565.6603578081
"1664","POL","C14",14982.0481702303
"1665","POL","C15",20662.0761561245
"1666","POL","C16",26353.3250857237
"1667","POL","C17",19426.1257309841
"1668","POL","C18",13817.1070798253
"1669","POL","C19",28998.7788481843
"1670","POL","C20",35855.1302960005
"1671","POL","C21",4980.1566344991
"1672","POL","C22",10171.9131740819
"1673","POL","C23",35512.6545631724
"1674","POL","C24",2168.7829490955
"1675","POL","C25",7409.51982113113
"1676","POL","C26",93074.5532800575
"1677","POL","C27",19604.3649579458
"1678","POL","C28",61145.0922642471
"1679","POL","C29",41116.8832289438
"1680","POL","C30",41955.5239725306
"1681","POL","C31",1773.00879465181
"1682","POL","C32",1372.01742359887
"1683","POL","C33",18503.8888404026
"1684","POL","C34",3377.03469474313
"1685","POL","C35",13530.1578561924
"1686","POL","C36",4805.98449178297
"1687","POL","C37",4890.45833411441
"1688","POL","C38",15730.0122901129
"1689","POL","C39",11918.9786355805
"1690","POL","C40",26377.6548042281
"1691","POL","C41",13618.9458794176
"1692","POL","C42",42499.8530511273
"1693","POL","C43",16638.7552123342
"1694","POL","C44",24216.5023337249
"1695","POL","C45",3846.45192249288
"1696","POL","C46",19867.802477367
"1697","POL","C47",36096.6797346968
"1698","POL","C48",30604.5673302333
"1699","POL","C49",34141.95019117
"1700","POL","C50",20856.4094975989
"1701","PRT","C01",10662.7120476213
"1702","PRT","C02",1427.33955101377
"1703","PRT","C03",959.145204821786
"1704","PRT","C04",10271.9395495842
"1705","PRT","C05",24605.5658501765
"1706","PRT","C06",11430.5379340164
"1707","PRT","C07",2546.78922239046
"1708","PRT","C08",3853.74638400873
"1709","PRT","C09",1317.64679906933
"1710","PRT","C10",12709.1254400844
"1711","PRT","C11",9851.79170182456
"1712","PRT","C12",3564.83877076295
"1713","PRT","C13",3543.90061455338
"1714","PRT","C14",3658.58178167628
"1715","PRT","C15",5124.84446775337
"1716","PRT","C16",5599.44906844434
"1717","PRT","C17",4033.86077550322
"1718","PRT","C18",3387.88690052461
"1719","PRT","C19",6690.47672646729
"1720","PRT","C20",10292.5185799548
"1721","PRT","C21",926.62603218197
"1722","PRT","C22",3540.88386393437
"1723","PRT","C23",19218.4205242768
"1724","PRT","C24",1853.54356602452
"1725","PRT","C25",3163.9246783864
"1726","PRT","C26",23363.6816986929
"1727","PRT","C27",5868.94517394201
"1728","PRT","C28",18281.1567450588
"1729","PRT","C29",17863.2355288597
"1730","PRT","C30",7988.72084374387
"1731","PRT","C31",259.245242352997
"1732","PRT","C32",1570.90674141315
"1733","PRT","C33",6613.27021590618
"1734","PRT","C34",1225.53743181814
"1735","PRT","C35",17850.0727082781
"1736","PRT","C36",1428.5330694603
"1737","PRT","C37",1879.858163422
"1738","PRT","C38",7791.52469218152
"1739","PRT","C39",4354.26290015871
"1740","PRT","C40",13571.9470695063
"1741","PRT","C41",6735.12564317137
"1742","PRT","C42",27332.2206939537
"1743","PRT","C43",7821.64019442156
"1744","PRT","C44",5576.1596815735
"1745","PRT","C45",1036.63489213192
"1746","PRT","C46",11123.3020665934
"1747","PRT","C47",22291.9139540796
"1748","PRT","C48",14574.8981297204
"1749","PRT","C49",20815.1383996166
"1750","PRT","C50",9601.94490486391
"1751","ROU","C01",17544.3235606098
"1752","ROU","C02",1788.86573924031
"1753","ROU","C03",168.368372758342
"1754","ROU","C04",13691.4500745096
"1755","ROU","C05",28390.2232626006
"1756","ROU","C06",8454.05238422135
"1757","ROU","C07",3138.84563722082
"1758","ROU","C08",2038.03375784576
"1759","ROU","C09",1354.69622115775
"1760","ROU","C10",11294.8283200499
"1761","ROU","C11",7768.53450346567
"1762","ROU","C12",3419.65558777676
"1763","ROU","C13",5849.46166854489
"1764","ROU","C14",4231.01501507669
"1765","ROU","C15",9318.56599768215
"1766","ROU","C16",6506.56550792801
"1767","ROU","C17",6088.2234425396
"1768","ROU","C18",3936.88516955471
"1769","ROU","C19",9935.6131031564
"1770","ROU","C20",12016.6960536251
"1771","ROU","C21",1696.02512862443
"1772","ROU","C22",3078.71556652244
"1773","ROU","C23",18969.6689475695
"1774","ROU","C24",1017.49561677087
"1775","ROU","C25",2317.77824549751
"1776","ROU","C26",37894.6850519419
"1777","ROU","C27",4832.36877730489
"1778","ROU","C28",20783.1065134108
"1779","ROU","C29",12150.7539168026
"1780","ROU","C30",15561.553425093
"1781","ROU","C31",1559.22826833697
"1782","ROU","C32",939.338421333581
"1783","ROU","C33",3857.34502235614
"1784","ROU","C34",967.992789005613
"1785","ROU","C35",6019.88159967411
"1786","ROU","C36",1517.9310634872
"1787","ROU","C37",1556.42142352927
"1788","ROU","C38",6038.87840784515
"1789","ROU","C39",6948.27216784296
"1790","ROU","C40",6910.6911738715
"1791","ROU","C41",2550.35948235643
"1792","ROU","C42",20315.6186297534
"1793","ROU","C43",8013.5353757661
"1794","ROU","C44",9138.8369386901
"1795","ROU","C45",1067.52296528386
"1796","ROU","C46",8355.75198051333
"1797","ROU","C47",9515.78120041667
"1798","ROU","C48",9631.44161588216
"1799","ROU","C49",9157.62959847072
"1800","ROU","C50",7747.34661575069
"1801","ROW","C01",1354012.75954329
"1802","ROW","C02",71905.6995171614
"1803","ROW","C03",111281.306415939
"1804","ROW","C04",1910574.55930671
"1805","ROW","C05",1063328.48109657
"1806","ROW","C06",529509.100321049
"1807","ROW","C07",191952.571403445
"1808","ROW","C08",128770.261959672
"1809","ROW","C09",58641.5982928464
"1810","ROW","C10",408024.171587082
"1811","ROW","C11",546766.575597763
"1812","ROW","C12",144092.416691208
"1813","ROW","C13",297888.38310529
"1814","ROW","C14",429216.935792534
"1815","ROW","C15",732047.780671676
"1816","ROW","C16",371761.396108418
"1817","ROW","C17",640647.29836091
"1818","ROW","C18",545977.638979521
"1819","ROW","C19",661868.088434479
"1820","ROW","C20",721760.750889556
"1821","ROW","C21",322945.078284428
"1822","ROW","C22",137805.882952041
"1823","ROW","C23",1991707.89713004
"1824","ROW","C24",118659.638556955
"1825","ROW","C25",75564.3467863678
"1826","ROW","C26",2424175.39470951
"1827","ROW","C27",95225.0051431453
"1828","ROW","C28",1689499.38298079
"1829","ROW","C29",665329.266334778
"1830","ROW","C30",961109.271830547
"1831","ROW","C31",297421.870466719
"1832","ROW","C32",100451.102265498
"1833","ROW","C33",186571.933967013
"1834","ROW","C34",35898.4229831349
"1835","ROW","C35",470497.888793947
"1836","ROW","C36",58605.9096249311
"1837","ROW","C37",25764.3835416356
"1838","ROW","C38",391374.489773991
"1839","ROW","C39",268198.975088662
"1840","ROW","C40",904116.872015778
"1841","ROW","C41",151990.935975672
"1842","ROW","C42",699479.068795939
"1843","ROW","C43",470055.392067202
"1844","ROW","C44",290813.994933483
"1845","ROW","C45",81225.990449378
"1846","ROW","C46",161521.390618302
"1847","ROW","C47",856280.688971043
"1848","ROW","C48",621236.941872673
"1849","ROW","C49",506956.841506986
"1850","ROW","C50",442994.126708744
"1851","RUS","C01",111687.383722752
"1852","RUS","C02",302.136793735168
"1853","RUS","C03",17873.7702551327
"1854","RUS","C04",75196.3049969174
"1855","RUS","C05",155599.467409693
"1856","RUS","C06",104052.447455912
"1857","RUS","C07",11152.9501227441
"1858","RUS","C08",21028.0634696509
"1859","RUS","C09",4431.0098506391
"1860","RUS","C10",152518.855979341
"1861","RUS","C11",69537.2083076835
"1862","RUS","C12",755.578039753246
"1863","RUS","C13",25274.5227245763
"1864","RUS","C14",37050.0844220014
"1865","RUS","C15",111256.069628298
"1866","RUS","C16",5553.62175711621
"1867","RUS","C17",46935.6672663792
"1868","RUS","C18",6861.12331557284
"1869","RUS","C19",91114.0287045439
"1870","RUS","C20",146262.984085583
"1871","RUS","C21",6333.7626670417
"1872","RUS","C22",18071.0556706861
"1873","RUS","C23",163985.953186137
"1874","RUS","C24",49.4657605180802
"1875","RUS","C25",102.360465067089
"1876","RUS","C26",249875.449105157
"1877","RUS","C27",44306.8035836032
"1878","RUS","C28",270157.343086613
"1879","RUS","C29",156866.31204345
"1880","RUS","C30",84211.4567047356
"1881","RUS","C31",3006.36074307097
"1882","RUS","C32",19017.8458413854
"1883","RUS","C33",56392.2181400171
"1884","RUS","C34",33.2657234412812
"1885","RUS","C35",29698.5812682807
"1886","RUS","C36",72.0596018490438
"1887","RUS","C37",27.711286371843
"1888","RUS","C38",55572.1821130504
"1889","RUS","C39",189.933501696795
"1890","RUS","C40",113992.46785692
"1891","RUS","C41",327.405007226899
"1892","RUS","C42",129464.215767568
"1893","RUS","C43",194.452643717712
"1894","RUS","C44",281.725693128267
"1895","RUS","C45",246.240028202128
"1896","RUS","C46",218519.555320974
"1897","RUS","C47",211877.01747924
"1898","RUS","C48",76253.5341797478
"1899","RUS","C49",116869.956565857
"1900","RUS","C50",53267.6423496295
"1901","SVK","C01",5741.70041311346
"1902","SVK","C02",1461.54180476643
"1903","SVK","C03",43.6098311471627
"1904","SVK","C04",6816.840393256
"1905","SVK","C05",8422.50101083646
"1906","SVK","C06",3120.14941472775
"1907","SVK","C07",2015.42059153972
"1908","SVK","C08",1669.42106043082
"1909","SVK","C09",538.28747558392
"1910","SVK","C10",4984.85810252652
"1911","SVK","C11",5186.19488877426
"1912","SVK","C12",2317.13813221913
"1913","SVK","C13",5477.39842319691
"1914","SVK","C14",2288.5013314764
"1915","SVK","C15",4584.71345579442
"1916","SVK","C16",7625.07577514844
"1917","SVK","C17",8085.7438030189
"1918","SVK","C18",4736.0366066603
"1919","SVK","C19",7107.16000722487
"1920","SVK","C20",18172.2482851228
"1921","SVK","C21",881.379642968827
"1922","SVK","C22",2811.36163206304
"1923","SVK","C23",12889.9572604559
"1924","SVK","C24",573.395693987046
"1925","SVK","C25",896.345023816233
"1926","SVK","C26",16280.6100050184
"1927","SVK","C27",2737.63207225376
"1928","SVK","C28",10531.372989487
"1929","SVK","C29",9745.93510862695
"1930","SVK","C30",6387.16856191124
"1931","SVK","C31",83.1284161091337
"1932","SVK","C32",230.707207657236
"1933","SVK","C33",4777.74412436397
"1934","SVK","C34",842.077444907032
"1935","SVK","C35",2369.86229893658
"1936","SVK","C36",661.575542387868
"1937","SVK","C37",522.158081247239
"1938","SVK","C38",1562.28681459524
"1939","SVK","C39",3159.48534281651
"1940","SVK","C40",3980.22746582308
"1941","SVK","C41",2702.46277779558
"1942","SVK","C42",5551.07088650018
"1943","SVK","C43",3659.38155737539
"1944","SVK","C44",4704.94990831488
"1945","SVK","C45",307.642336361999
"1946","SVK","C46",4071.2972874271
"1947","SVK","C47",8149.58530517999
"1948","SVK","C48",4587.34901256878
"1949","SVK","C49",5288.9101699567
"1950","SVK","C50",4424.47302434971
"1951","SVN","C01",2158.55625694524
"1952","SVN","C02",355.90693917506
"1953","SVN","C03",32.7867983501293
"1954","SVN","C04",942.052853493721
"1955","SVN","C05",3692.73347728122
"1956","SVN","C06",2029.70885566869
"1957","SVN","C07",753.691328319092
"1958","SVN","C08",862.845900774235
"1959","SVN","C09",613.563608709261
"1960","SVN","C10",1437.66550738938
"1961","SVN","C11",2127.94705637648
"1962","SVN","C12",2014.36629724738
"1963","SVN","C13",1286.32198039167
"1964","SVN","C14",1017.72140869613
"1965","SVN","C15",2938.1036849674
"1966","SVN","C16",2916.06337758781
"1967","SVN","C17",1537.9351889462
"1968","SVN","C18",1607.49241392978
"1969","SVN","C19",2253.25353010969
"1970","SVN","C20",2765.50214350193
"1971","SVN","C21",261.731797022293
"1972","SVN","C22",1350.50579886279
"1973","SVN","C23",2531.79001446562
"1974","SVN","C24",484.471937518941
"1975","SVN","C25",1176.05435252221
"1976","SVN","C26",6974.21508055742
"1977","SVN","C27",1286.3963954626
"1978","SVN","C28",4025.09504995491
"1979","SVN","C29",2577.58850192032
"1980","SVN","C30",2374.36332951199
"1981","SVN","C31",232.161125687824
"1982","SVN","C32",268.795992797593
"1983","SVN","C33",1369.42438899303
"1984","SVN","C34",388.581199751354
"1985","SVN","C35",2385.38007201913
"1986","SVN","C36",331.787695748966
"1987","SVN","C37",428.996880413033
"1988","SVN","C38",1654.10507239623
"1989","SVN","C39",1355.15370965001
"1990","SVN","C40",2120.7275441968
"1991","SVN","C41",1071.48420384649
"1992","SVN","C42",3470.33883889205
"1993","SVN","C43",1884.37550261861
"1994","SVN","C44",3108.25930338539
"1995","SVN","C45",739.441560802354
"1996","SVN","C46",2608.33146620946
"1997","SVN","C47",3946.38060568578
"1998","SVN","C48",3107.07314464452
"1999","SVN","C49",3491.47011901072
"2000","SVN","C50",2249.02303391166
"2001","SWE","C01",9732.3154679347
"2002","SWE","C02",5723.05827509795
"2003","SWE","C03",674.036549036386
"2004","SWE","C04",13838.3077423386
"2005","SWE","C05",28191.8244462683
"2006","SWE","C06",5385.13584006375
"2007","SWE","C07",8207.27481068638
"2008","SWE","C08",7336.24031866204
"2009","SWE","C09",3190.01650133242
"2010","SWE","C10",12459.792593143
"2011","SWE","C11",9958.19299677014
"2012","SWE","C12",5914.69279592797
"2013","SWE","C13",6668.35844283561
"2014","SWE","C14",6687.11383518204
"2015","SWE","C15",13103.3106262498
"2016","SWE","C16",17193.1531347675
"2017","SWE","C17",20037.9007945183
"2018","SWE","C18",8683.19743544277
"2019","SWE","C19",24271.3348217481
"2020","SWE","C20",29251.7586456687
"2021","SWE","C21",6552.74276889074
"2022","SWE","C22",8313.29740011563
"2023","SWE","C23",20329.2846095285
"2024","SWE","C24",2955.4593252425
"2025","SWE","C25",6997.33441985636
"2026","SWE","C26",65736.6592520046
"2027","SWE","C27",10672.9115023837
"2028","SWE","C28",44251.3150877516
"2029","SWE","C29",25159.9123161585
"2030","SWE","C30",33419.7772581581
"2031","SWE","C31",3038.8123120106
"2032","SWE","C32",5798.31288607293
"2033","SWE","C33",34621.6262038781
"2034","SWE","C34",52.3098810798247
"2035","SWE","C35",19865.491469785
"2036","SWE","C36",9571.49745971191
"2037","SWE","C37",6799.66329207976
"2038","SWE","C38",17483.2800115017
"2039","SWE","C39",20066.2488133604
"2040","SWE","C40",22302.0087139551
"2041","SWE","C41",10271.9880084744
"2042","SWE","C42",81259.0313984662
"2043","SWE","C43",23085.5395310395
"2044","SWE","C44",33494.7947055991
"2045","SWE","C45",16797.8915008803
"2046","SWE","C46",29167.9063208551
"2047","SWE","C47",43540.127574115
"2048","SWE","C48",42016.949573506
"2049","SWE","C49",78218.2354462468
"2050","SWE","C50",28510.1462407355
"2051","TUR","C01",86326.1527295982
"2052","TUR","C02",1925.33888210252
"2053","TUR","C03",924.958213283447
"2054","TUR","C04",19448.4639251679
"2055","TUR","C05",88599.3262220595
"2056","TUR","C06",95944.8126478288
"2057","TUR","C07",5275.42743075271
"2058","TUR","C08",12556.4925475493
"2059","TUR","C09",8428.73102125365
"2060","TUR","C10",39328.6264010519
"2061","TUR","C11",62065.469311699
"2062","TUR","C12",566.56932671261
"2063","TUR","C13",13818.4965951182
"2064","TUR","C14",19350.3110283695
"2065","TUR","C15",40456.8316581941
"2066","TUR","C16",10653.8851679712
"2067","TUR","C17",25172.8404275156
"2068","TUR","C18",12297.1025233045
"2069","TUR","C19",28379.2756176889
"2070","TUR","C20",17172.5287343636
"2071","TUR","C21",4789.2975802211
"2072","TUR","C22",5697.24438420698
"2073","TUR","C23",40670.8471775363
"2074","TUR","C24",5781.23279147534
"2075","TUR","C25",1224.05491715842
"2076","TUR","C26",82968.8818441012
"2077","TUR","C27",28967.3061687126
"2078","TUR","C28",65393.3407170611
"2079","TUR","C29",64331.9815595589
"2080","TUR","C30",124242.40772289
"2081","TUR","C31",12511.4288718293
"2082","TUR","C32",10602.0697841048
"2083","TUR","C33",30992.6768833323
"2084","TUR","C34",5.78973509480649
"2085","TUR","C35",46245.1136774865
"2086","TUR","C36",20.0913116502859
"2087","TUR","C37",13.4307009342665
"2088","TUR","C38",24362.9135543463
"2089","TUR","C39",2790.36647379866
"2090","TUR","C40",34224.5743464165
"2091","TUR","C41",3848.44327480252
"2092","TUR","C42",93390.8137833568
"2093","TUR","C43",90.4555269550182
"2094","TUR","C44",41750.2449317736
"2095","TUR","C45",66.9159808383394
"2096","TUR","C46",27211.8694922482
"2097","TUR","C47",57736.077924982
"2098","TUR","C48",37458.1101734188
"2099","TUR","C49",24083.9666926436
"2100","TUR","C50",21508.5692339545
"2101","TWN","C01",20452.4083572231
"2102","TWN","C02",851.72781665553
"2103","TWN","C03",2789.62678937459
"2104","TWN","C04",45534.0671792971
"2105","TWN","C05",33671.8709279098
"2106","TWN","C06",13688.6876816199
"2107","TWN","C07",2644.19747987144
"2108","TWN","C08",8488.0323422548
"2109","TWN","C09",3724.60974288992
"2110","TWN","C10",48778.860303073
"2111","TWN","C11",86807.0781919142
"2112","TWN","C12",5511.19071478753
"2113","TWN","C13",14251.1983945863
"2114","TWN","C14",14808.0381321867
"2115","TWN","C15",71509.5875623403
"2116","TWN","C16",21366.5476601968
"2117","TWN","C17",127225.541503883
"2118","TWN","C18",17079.5327951902
"2119","TWN","C19",37421.9996837435
"2120","TWN","C20",18819.0952640593
"2121","TWN","C21",10239.3525953107
"2122","TWN","C22",2202.87835752539
"2123","TWN","C23",27414.403357908
"2124","TWN","C24",1517.21046272482
"2125","TWN","C25",5480.91447212531
"2126","TWN","C26",48503.3660540432
"2127","TWN","C27",3388.80732966473
"2128","TWN","C28",42289.6713266831
"2129","TWN","C29",48034.6450068357
"2130","TWN","C30",12777.4843140021
"2131","TWN","C31",242.761719965081
"2132","TWN","C32",6081.21090273559
"2133","TWN","C33",8656.41599598517
"2134","TWN","C34",2313.05145652499
"2135","TWN","C35",29823.1230676104
"2136","TWN","C36",4872.30795603604
"2137","TWN","C37",5605.50496752797
"2138","TWN","C38",13214.3755656851
"2139","TWN","C39",7570.34057037486
"2140","TWN","C40",29772.1887486634
"2141","TWN","C41",21157.6315836508
"2142","TWN","C42",55864.0830653349
"2143","TWN","C43",1589.48807257228
"2144","TWN","C44",8560.50786498935
"2145","TWN","C45",9049.44091056914
"2146","TWN","C46",15174.358339306
"2147","TWN","C47",49073.7391938726
"2148","TWN","C48",28811.7326905373
"2149","TWN","C49",25111.325685328
"2150","TWN","C50",28792.7981324788
"2151","USA","C01",417438.424643961
"2152","USA","C02",39693.7078037961
"2153","USA","C03",24129.7945410901
"2154","USA","C04",866437.53472139
"2155","USA","C05",973822.831804217
"2156","USA","C06",244909.486144736
"2157","USA","C07",104380.722195985
"2158","USA","C08",194026.760091081
"2159","USA","C09",83529.8178050815
"2160","USA","C10",790090.494201187
"2161","USA","C11",621750.019472384
"2162","USA","C12",223819.430408998
"2163","USA","C13",249397.32013084
"2164","USA","C14",126948.306805544
"2165","USA","C15",338279.855152334
"2166","USA","C16",394258.446481338
"2167","USA","C17",553814.761453392
"2168","USA","C18",181119.764395372
"2169","USA","C19",468322.109717006
"2170","USA","C20",761574.724909945
"2171","USA","C21",250888.998485447
"2172","USA","C22",290479.492489218
"2173","USA","C23",406978.887747756
"2174","USA","C24",14237.2844514104
"2175","USA","C25",151850.151686172
"2176","USA","C26",1207117.26403379
"2177","USA","C27",386071.164880864
"2178","USA","C28",1413415.86096576
"2179","USA","C29",1307939.80724816
"2180","USA","C30",474114.214733989
"2181","USA","C31",46528.9678354412
"2182","USA","C32",174346.84770471
"2183","USA","C33",184135.12229548
"2184","USA","C34",99893.8418310073
"2185","USA","C35",897910.905478417
"2186","USA","C36",294141.492752301
"2187","USA","C37",305468.195890704
"2188","USA","C38",633290.86785206
"2189","USA","C39",563363.855520938
"2190","USA","C40",653821.742777802
"2191","USA","C41",1462523.8818684
"2192","USA","C42",2775362.70967136
"2193","USA","C43",1122022.50174995
"2194","USA","C44",757458.363340928
"2195","USA","C45",232098.678239282
"2196","USA","C46",1136571.52161599
"2197","USA","C47",3426695.24124168
"2198","USA","C48",319495.608338486
"2199","USA","C49",2090384.88300842
"2200","USA","C50",776569.655957877
